time,province,mask,disinfectant,hand_sanitizer,thermometer,vitamin,cases_pdf
2020/4/5,Jiangsu,4194,52,633,68,106,651
2020/4/6,Inner Mongolia,155,0,0,5,4,118
2020/4/6,Hainan,1296,17,69,16,32,168
2020/4/6,Guangxi,2824,33,135,31,82,254
2020/4/6,Shaanxi,3701,21,226,7,46,256
2020/4/6,Fujian,1372,23,111,11,55,350
2020/4/6,Beijing,1222,40,79,2,48,587
2020/4/6,Sichuan,4723,49,366,21,56,559
2020/4/6,Tianjin,533,6,20,1,4,180
2020/4/6,Hunan,3443,24,191,15,80,1019
2020/4/6,Henan,3143,63,125,16,90,1276
2020/4/6,Jilin,640,7,54,8,18,98
2020/4/6,Jiangxi,1592,39,72,7,62,937
2020/4/6,Shandong,3745,47,148,16,129,780
2020/4/6,Zhejiang,5127,73,497,85,133,1264
2020/4/6,Liaoning,797,19,56,16,13,142
2020/4/6,Xinjiang,147,0,6,0,2,76
2020/4/6,Tibet,19,0,1,0,0,1
2020/4/6,Guangdong,12865,236,575,57,320,1532
2020/4/6,Anhui,2506,26,143,16,99,990
2020/4/6,Shanghai,1295,17,108,1,42,536
2020/4/6,Guizhou,430,15,20,3,25,146
2020/4/6,Qinghai,77,1,7,1,0,18
2020/4/6,Hebei,2167,13,53,15,60,327
2020/4/6,Gansu,484,1,10,1,4,139
2020/4/6,Yunnan,515,12,19,1,17,184
2020/4/6,Ningxia,88,0,2,0,0,75
2020/4/6,Heilongjiang,980,19,107,10,16,524
2020/4/6,Shanxi,1218,12,57,3,99,138
2020/4/6,Jiangsu,5200,54,657,123,142,651
2020/4/7,Inner Mongolia,80,1,2,0,1,121
2020/4/7,Hainan,959,4,66,8,13,168
2020/4/7,Guangxi,2937,32,106,23,58,254
2020/4/7,Shaanxi,3132,36,309,19,60,256
2020/4/7,Fujian,1175,12,87,11,23,351
2020/4/7,Beijing,1014,36,147,3,41,587
2020/4/7,Sichuan,4399,26,407,30,60,560
2020/4/7,Tianjin,562,5,27,1,10,180
2020/4/7,Hunan,2969,30,247,19,83,1019
2020/4/7,Henan,2570,20,150,32,72,1276
2020/4/7,Jilin,386,2,26,6,23,98
2020/4/7,Jiangxi,1479,14,66,14,59,937
2020/4/7,Shandong,2915,66,241,25,169,781
2020/4/7,Zhejiang,4327,45,532,149,133,1265
2020/4/7,Liaoning,689,13,76,6,20,144
2020/4/7,Xinjiang,76,1,2,4,0,76
2020/4/7,Tibet,55,0,0,0,0,1
2020/4/7,Guangdong,9686,190,466,51,178,1533
2020/4/7,Anhui,2272,40,172,16,74,990
2020/4/7,Shanghai,984,41,38,2,48,538
2020/4/7,Guizhou,348,12,47,4,23,146
2020/4/7,Qinghai,61,1,15,2,4,18
2020/4/7,Hebei,1917,22,90,13,55,327
2020/4/7,Gansu,476,0,55,3,1,139
2020/4/7,Yunnan,473,13,10,10,18,184
2020/4/7,Ningxia,109,2,0,0,2,75
2020/4/7,Heilongjiang,688,10,97,8,54,544
2020/4/7,Shanxi,1036,17,82,1,55,138
2020/4/7,Jiangsu,4164,52,609,96,114,651
2020/4/8,Inner Mongolia,134,0,1,0,3,124
2020/4/8,Hainan,1200,12,117,3,22,168
2020/4/8,Guangxi,2699,55,87,27,62,254
2020/4/8,Shaanxi,2801,33,280,23,52,256
2020/4/8,Fujian,897,19,60,6,50,351
2020/4/8,Beijing,960,31,76,12,14,588
2020/4/8,Sichuan,3914,54,424,54,60,560
2020/4/8,Tianjin,467,2,40,0,13,180
2020/4/8,Hunan,2476,48,168,53,95,1019
2020/4/8,Henan,2433,41,287,27,57,1276
2020/4/8,Jilin,476,7,75,0,7,98
2020/4/8,Jiangxi,1090,15,49,15,83,937
2020/4/8,Shandong,3051,73,157,53,140,783
2020/4/8,Zhejiang,4073,70,569,126,118,1266
2020/4/8,Liaoning,882,11,54,18,6,144
2020/4/8,Xinjiang,47,3,0,0,0,76
2020/4/8,Tibet,8,0,0,0,0,1
2020/4/8,Guangdong,8937,274,489,62,245,1536
2020/4/8,Anhui,1929,43,187,23,117,990
2020/4/8,Shanghai,1096,18,47,10,38,543
2020/4/8,Guizhou,381,18,12,3,11,146
2020/4/8,Qinghai,15,0,0,0,1,18
2020/4/8,Hebei,2080,27,104,12,31,327
2020/4/8,Gansu,413,5,21,0,0,139
2020/4/8,Yunnan,325,6,20,6,20,184
2020/4/8,Ningxia,54,1,23,0,0,75
2020/4/8,Heilongjiang,594,16,44,4,22,569
2020/4/8,Shanxi,965,18,68,6,45,163
2020/4/8,Jiangsu,3613,79,447,89,166,651
2020/4/9,Inner Mongolia,123,4,5,1,2,126
2020/4/9,Hainan,1015,4,63,9,12,168
2020/4/9,Guangxi,2217,47,76,19,36,254
2020/4/9,Shaanxi,3074,35,249,35,52,256
2020/4/9,Fujian,1016,16,84,5,32,351
2020/4/9,Beijing,976,19,140,4,23,588
2020/4/9,Sichuan,3613,53,348,36,55,560
2020/4/9,Tianjin,375,3,40,8,5,182
2020/4/9,Hunan,2485,38,184,21,46,1019
2020/4/9,Henan,2192,32,106,31,76,1276
2020/4/9,Jilin,379,6,20,0,22,98
2020/4/9,Jiangxi,1048,13,40,8,37,937
2020/4/9,Shandong,2812,43,141,54,160,783
2020/4/9,Zhejiang,4104,37,840,137,122,1267
2020/4/9,Liaoning,744,14,55,17,11,144
2020/4/9,Xinjiang,83,0,0,1,2,76
2020/4/9,Tibet,7,0,1,0,0,1
2020/4/9,Guangdong,10586,200,486,78,265,1539
2020/4/9,Anhui,1678,29,120,14,90,991
2020/4/9,Shanghai,1221,15,173,4,44,552
2020/4/9,Guizhou,335,11,12,0,24,146
2020/4/9,Qinghai,35,0,3,0,0,18
2020/4/9,Hebei,1882,59,76,37,42,327
2020/4/9,Gansu,502,0,34,4,11,139
2020/4/9,Yunnan,479,0,15,1,25,184
2020/4/9,Ningxia,48,0,7,0,0,75
2020/4/9,Heilongjiang,519,11,32,8,23,609
2020/4/9,Shanxi,653,5,55,7,35,166
2020/4/9,Jiangsu,3598,66,352,89,106,651
2020/4/10,Inner Mongolia,113,1,0,1,4,128
2020/4/10,Hainan,1049,21,64,10,6,168
2020/4/10,Guangxi,2081,50,92,50,69,254
2020/4/10,Shaanxi,3171,88,403,56,50,256
2020/4/10,Fujian,806,57,78,8,22,351
2020/4/10,Beijing,841,69,73,7,34,588
2020/4/10,Sichuan,3039,70,340,43,49,560
2020/4/10,Tianjin,520,30,55,9,21,183
2020/4/10,Hunan,2896,43,281,25,130,1019
2020/4/10,Henan,2435,84,139,32,63,1276
2020/4/10,Jilin,432,7,38,3,14,98
2020/4/10,Jiangxi,924,26,41,10,39,937
2020/4/10,Shandong,2757,134,198,58,219,783
2020/4/10,Zhejiang,4726,148,1015,186,152,1267
2020/4/10,Liaoning,642,12,94,28,8,144
2020/4/10,Xinjiang,93,3,10,0,0,76
2020/4/10,Tibet,22,0,0,0,0,1
2020/4/10,Guangdong,10701,454,621,88,296,1544
2020/4/10,Anhui,1712,109,232,15,179,991
2020/4/10,Shanghai,1170,47,117,4,30,555
2020/4/10,Guizhou,377,13,25,5,23,146
2020/4/10,Qinghai,26,5,6,0,0,18
2020/4/10,Hebei,1545,60,92,11,48,327
2020/4/10,Gansu,484,25,48,9,2,139
2020/4/10,Yunnan,349,9,29,0,21,184
2020/4/10,Ningxia,46,1,2,0,4,75
2020/4/10,Heilongjiang,621,21,84,13,17,638
2020/4/10,Shanxi,772,45,59,4,21,168
2020/4/10,Jiangsu,4025,152,679,106,139,651
2020/4/11,Inner Mongolia,77,1,6,0,2,155
2020/4/11,Hainan,1078,14,65,18,18,168
2020/4/11,Guangxi,2446,25,77,53,40,254
2020/4/11,Shaanxi,2638,25,188,26,76,256
2020/4/11,Fujian,986,3,48,9,30,351
2020/4/11,Beijing,1034,21,58,14,26,589
2020/4/11,Sichuan,2507,15,203,45,57,560
2020/4/11,Tianjin,535,4,59,0,12,183
2020/4/11,Hunan,3243,42,168,28,91,1019
2020/4/11,Henan,2439,32,102,25,99,1276
2020/4/11,Jilin,300,8,26,5,20,98
2020/4/11,Jiangxi,1010,6,33,9,75,937
2020/4/11,Shandong,2512,38,131,29,116,784
2020/4/11,Zhejiang,5517,55,1101,167,122,1267
2020/4/11,Liaoning,646,10,73,14,6,145
2020/4/11,Xinjiang,55,0,0,5,3,76
2020/4/11,Tibet,74,0,1,0,0,1
2020/4/11,Guangdong,11926,203,465,55,354,1548
2020/4/11,Anhui,1825,45,176,31,82,991
2020/4/11,Shanghai,1217,11,93,14,56,555
2020/4/11,Guizhou,321,1,13,11,23,146
2020/4/11,Qinghai,57,0,0,0,0,18
2020/4/11,Hebei,1554,8,50,15,18,327
2020/4/11,Gansu,470,11,47,14,2,139
2020/4/11,Yunnan,390,14,63,3,12,184
2020/4/11,Ningxia,61,0,5,0,0,75
2020/4/11,Heilongjiang,741,11,47,25,33,661
2020/4/11,Shanxi,904,5,31,6,25,172
2020/4/11,Jiangsu,3809,50,798,85,96,652
2020/4/12,Inner Mongolia,110,0,4,3,1,189
2020/4/12,Hainan,1075,5,73,10,9,168
2020/4/12,Guangxi,1899,16,102,10,55,254
2020/4/12,Shaanxi,3146,11,279,12,71,256
2020/4/12,Fujian,733,19,45,18,40,352
2020/4/12,Beijing,1023,13,51,6,21,589
2020/4/12,Sichuan,2206,35,208,20,80,560
2020/4/12,Tianjin,479,5,28,5,29,183
2020/4/12,Hunan,2812,44,225,21,48,1019
2020/4/12,Henan,1658,5,131,22,50,1276
2020/4/12,Jilin,487,1,30,0,8,99
2020/4/12,Jiangxi,631,4,38,1,44,937
2020/4/12,Shandong,2647,38,168,18,145,784
2020/4/12,Zhejiang,4279,31,914,141,150,1267
2020/4/12,Liaoning,614,5,14,9,16,145
2020/4/12,Xinjiang,51,1,11,11,8,76
2020/4/12,Tibet,14,0,0,0,0,1
2020/4/12,Guangdong,11053,173,447,67,274,1552
2020/4/12,Anhui,1745,31,153,6,51,991
2020/4/12,Shanghai,1015,14,76,3,22,607
2020/4/12,Guizhou,334,7,15,7,16,146
2020/4/12,Qinghai,33,0,8,0,0,18
2020/4/12,Hebei,1618,22,61,15,94,327
2020/4/12,Gansu,442,5,39,5,7,139
2020/4/12,Yunnan,302,10,24,1,5,184
2020/4/12,Ningxia,55,0,6,2,7,75
2020/4/12,Heilongjiang,667,15,71,3,17,684
2020/4/12,Shanxi,709,14,25,12,17,172
2020/4/12,Jiangsu,3391,41,633,107,109,653
2020/4/13,Inner Mongolia,126,0,0,0,7,190
2020/4/13,Hainan,1041,8,98,5,2,168
2020/4/13,Guangxi,1978,14,106,20,70,254
2020/4/13,Shaanxi,3376,25,302,44,60,256
2020/4/13,Fujian,1021,11,90,18,76,352
2020/4/13,Beijing,1046,35,99,6,36,589
2020/4/13,Sichuan,2427,26,183,45,84,560
2020/4/13,Tianjin,647,8,63,0,14,184
2020/4/13,Hunan,3391,58,205,68,61,1019
2020/4/13,Henan,1983,20,230,19,73,1276
2020/4/13,Jilin,361,0,17,3,8,100
2020/4/13,Jiangxi,765,12,14,3,82,937
2020/4/13,Shandong,2568,43,176,25,147,784
2020/4/13,Zhejiang,5535,65,1229,145,154,1267
2020/4/13,Liaoning,611,7,79,7,28,145
2020/4/13,Xinjiang,77,0,3,0,1,76
2020/4/13,Tibet,24,0,0,0,4,1
2020/4/13,Guangdong,11063,223,657,43,351,1555
2020/4/13,Anhui,2163,29,267,27,79,991
2020/4/13,Shanghai,979,21,102,5,59,618
2020/4/13,Guizhou,374,3,27,2,19,146
2020/4/13,Qinghai,3,0,0,0,1,18
2020/4/13,Hebei,5549,36,131,29,55,327
2020/4/13,Gansu,470,4,40,18,0,139
2020/4/13,Yunnan,352,9,18,7,38,184
2020/4/13,Ningxia,108,0,8,0,0,75
2020/4/13,Heilongjiang,877,15,53,23,34,740
2020/4/13,Shanxi,942,13,29,13,29,173
2020/4/13,Jiangsu,3746,55,627,98,129,653
2020/4/14,Inner Mongolia,108,0,5,6,4,190
2020/4/14,Hainan,1106,1,56,18,12,168
2020/4/14,Guangxi,2081,13,64,18,78,254
2020/4/14,Shaanxi,3621,55,512,27,58,256
2020/4/14,Fujian,909,29,104,22,71,353
2020/4/14,Beijing,991,21,78,0,41,589
2020/4/14,Sichuan,2397,61,138,28,37,560
2020/4/14,Tianjin,545,20,32,0,71,185
2020/4/14,Hunan,3801,41,239,40,68,1019
2020/4/14,Henan,2286,27,270,18,136,1276
2020/4/14,Jilin,400,8,12,3,47,100
2020/4/14,Jiangxi,776,13,38,10,82,937
2020/4/14,Shandong,2943,45,276,22,132,784
2020/4/14,Zhejiang,6231,84,1456,212,125,1267
2020/4/14,Liaoning,683,10,59,0,14,145
2020/4/14,Xinjiang,54,3,1,0,2,76
2020/4/14,Tibet,5,0,0,0,0,1
2020/4/14,Guangdong,11347,233,676,72,445,1564
2020/4/14,Anhui,2152,22,190,11,141,991
2020/4/14,Shanghai,1094,39,50,4,69,618
2020/4/14,Guizhou,657,12,27,13,18,146
2020/4/14,Qinghai,25,0,1,0,0,18
2020/4/14,Hebei,3858,7,88,26,115,327
2020/4/14,Gansu,564,2,53,5,3,139
2020/4/14,Yunnan,383,2,18,0,7,184
2020/4/14,Ningxia,88,3,5,1,19,75
2020/4/14,Heilongjiang,918,16,68,4,11,819
2020/4/14,Shanxi,1049,11,33,4,60,173
2020/4/14,Jiangsu,3444,42,521,90,211,653
2020/4/15,Inner Mongolia,124,0,1,6,0,190
2020/4/15,Hainan,1078,7,18,10,14,168
2020/4/15,Guangxi,1749,18,66,6,30,254
2020/4/15,Shaanxi,3398,28,373,61,54,256
2020/4/15,Fujian,829,12,73,7,47,353
2020/4/15,Beijing,987,15,28,3,23,590
2020/4/15,Sichuan,1784,20,138,22,69,560
2020/4/15,Tianjin,516,3,42,1,10,185
2020/4/15,Hunan,3770,45,221,34,80,1019
2020/4/15,Henan,1787,19,194,23,89,1276
2020/4/15,Jilin,523,2,79,2,22,102
2020/4/15,Jiangxi,1087,16,41,13,65,937
2020/4/15,Shandong,2777,43,126,24,129,784
2020/4/15,Zhejiang,5682,44,1554,232,137,1268
2020/4/15,Liaoning,793,3,95,8,14,145
2020/4/15,Xinjiang,67,1,0,5,7,76
2020/4/15,Tibet,7,0,0,0,0,1
2020/4/15,Guangdong,11030,181,609,71,276,1566
2020/4/15,Anhui,1866,30,229,30,82,991
2020/4/15,Shanghai,977,14,74,16,78,622
2020/4/15,Guizhou,314,4,29,3,16,146
2020/4/15,Qinghai,8,0,0,0,0,18
2020/4/15,Hebei,2608,21,129,17,44,327
2020/4/15,Gansu,299,0,53,20,7,139
2020/4/15,Yunnan,507,0,17,0,6,184
2020/4/15,Ningxia,64,0,5,2,1,75
2020/4/15,Heilongjiang,1042,21,39,9,4,841
2020/4/15,Shanxi,1044,6,38,8,43,186
2020/4/15,Jiangsu,2654,49,375,48,203,653
2020/4/16,Inner Mongolia,99,0,7,0,1,193
2020/4/16,Hainan,972,11,69,10,19,168
2020/4/16,Guangxi,1940,19,99,18,56,254
2020/4/16,Shaanxi,3298,30,417,37,44,256
2020/4/16,Fujian,886,6,92,12,63,353
2020/4/16,Beijing,885,23,57,0,46,593
2020/4/16,Sichuan,1736,40,159,22,29,560
2020/4/16,Tianjin,525,11,41,0,12,186
2020/4/16,Hunan,4745,53,329,19,65,1019
2020/4/16,Henan,1686,26,106,21,96,1276
2020/4/16,Jilin,609,4,5,1,8,102
2020/4/16,Jiangxi,982,14,37,1,44,937
2020/4/16,Shandong,2809,58,239,15,119,784
2020/4/16,Zhejiang,6204,76,1957,262,123,1268
2020/4/16,Liaoning,545,4,31,10,28,145
2020/4/16,Xinjiang,59,0,10,11,25,76
2020/4/16,Tibet,9,0,1,0,2,1
2020/4/16,Guangdong,11936,152,728,60,333,1571
2020/4/16,Anhui,2016,62,204,10,97,991
2020/4/16,Shanghai,880,20,82,1,78,628
2020/4/16,Guizhou,254,0,19,3,15,146
2020/4/16,Qinghai,20,0,3,0,0,18
2020/4/16,Hebei,2293,18,103,15,58,328
2020/4/16,Gansu,425,4,93,12,3,139
2020/4/16,Yunnan,422,19,19,0,11,184
2020/4/16,Ningxia,57,0,3,3,6,75
2020/4/16,Heilongjiang,977,12,49,6,9,861
2020/4/16,Shanxi,805,6,82,4,43,194
2020/4/16,Jiangsu,2794,37,263,48,117,653
2020/4/17,Inner Mongolia,245,0,19,1,3,193
2020/4/17,Hainan,915,15,45,11,29,168
2020/4/17,Guangxi,2004,8,111,29,74,254
2020/4/17,Shaanxi,3675,44,568,51,65,256
2020/4/17,Fujian,712,18,73,19,90,354
2020/4/17,Beijing,988,9,44,16,32,593
2020/4/17,Sichuan,1671,22,136,11,63,560
2020/4/17,Tianjin,634,12,31,7,5,189
2020/4/17,Hunan,5112,26,272,26,109,1019
2020/4/17,Henan,1708,22,202,9,58,1276
2020/4/17,Jilin,611,4,26,8,19,102
2020/4/17,Jiangxi,744,4,24,1,33,937
2020/4/17,Shandong,2355,31,101,20,172,787
2020/4/17,Zhejiang,6126,59,1520,300,172,1268
2020/4/17,Liaoning,1327,0,98,16,7,146
2020/4/17,Xinjiang,57,0,0,0,2,76
2020/4/17,Tibet,14,0,0,0,2,1
2020/4/17,Guangdong,13427,223,859,74,315,1577
2020/4/17,Anhui,2407,31,192,18,92,991
2020/4/17,Shanghai,953,16,134,9,37,628
2020/4/17,Guizhou,306,2,10,2,22,146
2020/4/17,Qinghai,37,0,1,0,1,18
2020/4/17,Hebei,2123,8,91,17,60,328
2020/4/17,Gansu,394,9,35,5,9,139
2020/4/17,Yunnan,537,8,47,2,15,184
2020/4/17,Ningxia,83,0,2,0,7,75
2020/4/17,Heilongjiang,853,5,49,12,19,872
2020/4/17,Shanxi,953,1,32,9,57,197
2020/4/17,Jiangsu,2560,31,294,70,108,653
2020/4/18,Inner Mongolia,148,1,20,1,1,193
2020/4/18,Hainan,718,2,86,6,12,168
2020/4/18,Guangxi,2415,14,296,26,60,254
2020/4/18,Shaanxi,3669,26,900,34,54,256
2020/4/18,Fujian,769,7,180,12,45,355
2020/4/18,Beijing,713,7,108,2,12,593
2020/4/18,Sichuan,1604,15,284,11,45,561
2020/4/18,Tianjin,603,2,99,0,15,189
2020/4/18,Hunan,4509,34,425,28,148,1019
2020/4/18,Henan,1537,12,411,10,73,1276
2020/4/18,Jilin,427,7,53,4,3,102
2020/4/18,Jiangxi,920,12,90,5,28,937
2020/4/18,Shandong,2425,20,395,21,230,787
2020/4/18,Zhejiang,5283,39,1829,196,171,1268
2020/4/18,Liaoning,772,2,105,4,27,146
2020/4/18,Xinjiang,104,0,14,1,6,76
2020/4/18,Tibet,16,0,0,0,0,1
2020/4/18,Guangdong,12935,170,2146,81,342,1579
2020/4/18,Anhui,2723,17,468,38,85,991
2020/4/18,Shanghai,1019,24,195,20,42,628
2020/4/18,Guizhou,236,7,44,0,23,146
2020/4/18,Qinghai,47,1,6,0,1,18
2020/4/18,Hebei,1637,28,237,10,40,328
2020/4/18,Gansu,327,3,52,1,2,139
2020/4/18,Yunnan,505,1,46,4,11,184
2020/4/18,Ningxia,34,0,8,0,19,75
2020/4/18,Heilongjiang,935,20,140,7,25,892
2020/4/18,Shanxi,963,9,112,8,40,197
2020/4/18,Jiangsu,2267,32,528,30,132,653
2020/4/19,Inner Mongolia,101,7,44,0,10,193
2020/4/19,Hainan,774,4,65,10,2,168
2020/4/19,Guangxi,1933,17,157,18,90,254
2020/4/19,Shaanxi,2749,14,456,23,61,256
2020/4/19,Fujian,614,4,87,12,40,355
2020/4/19,Beijing,562,24,74,8,33,593
2020/4/19,Sichuan,1421,14,96,12,93,561
2020/4/19,Tianjin,423,10,25,4,38,189
2020/4/19,Hunan,3944,31,346,35,49,1019
2020/4/19,Henan,1355,27,245,22,45,1276
2020/4/19,Jilin,406,5,51,12,8,104
2020/4/19,Jiangxi,783,5,65,4,74,937
2020/4/19,Shandong,2613,39,203,4,144,787
2020/4/19,Zhejiang,4550,74,1402,207,85,1268
2020/4/19,Liaoning,680,4,65,1,13,146
2020/4/19,Xinjiang,53,4,7,0,8,76
2020/4/19,Tibet,12,1,0,0,0,1
2020/4/19,Guangdong,12038,176,1037,58,282,1580
2020/4/19,Anhui,2146,24,232,17,86,991
2020/4/19,Shanghai,1079,15,132,17,40,635
2020/4/19,Guizhou,224,4,31,12,14,147
2020/4/19,Qinghai,5,0,4,0,1,18
2020/4/19,Hebei,1558,15,90,14,70,328
2020/4/19,Gansu,204,4,49,4,14,139
2020/4/19,Yunnan,417,10,79,8,5,184
2020/4/19,Ningxia,98,0,2,0,5,75
2020/4/19,Heilongjiang,845,13,85,6,35,898
2020/4/19,Shanxi,699,12,50,5,71,197
2020/4/19,Jiangsu,2106,52,191,25,126,653
2020/4/20,Inner Mongolia,172,1,3,0,3,194
2020/4/20,Hainan,707,4,103,18,22,168
2020/4/20,Guangxi,1763,24,104,30,77,254
2020/4/20,Shaanxi,3072,16,503,36,66,256
2020/4/20,Fujian,935,14,65,8,70,355
2020/4/20,Beijing,716,12,62,6,50,593
2020/4/20,Sichuan,1928,17,105,17,94,561
2020/4/20,Tianjin,737,6,40,3,16,189
2020/4/20,Hunan,4028,27,425,23,114,1019
2020/4/20,Henan,1489,38,303,31,130,1276
2020/4/20,Jilin,498,3,30,3,26,104
2020/4/20,Jiangxi,994,5,48,2,55,937
2020/4/20,Shandong,2413,23,189,10,171,787
2020/4/20,Zhejiang,4361,70,1046,276,165,1268
2020/4/20,Liaoning,741,4,66,10,11,146
2020/4/20,Xinjiang,57,0,0,0,11,76
2020/4/20,Tibet,6,0,0,0,0,1
2020/4/20,Guangdong,12129,165,1525,132,357,1581
2020/4/20,Anhui,2474,34,383,32,106,991
2020/4/20,Shanghai,1013,13,135,11,23,638
2020/4/20,Guizhou,369,3,10,6,24,147
2020/4/20,Qinghai,8,0,0,0,0,18
2020/4/20,Hebei,1404,6,88,24,39,328
2020/4/20,Gansu,247,1,23,0,8,139
2020/4/20,Yunnan,626,2,54,3,30,184
2020/4/20,Ningxia,28,1,0,2,1,75
2020/4/20,Heilongjiang,842,40,57,13,27,905
2020/4/20,Shanxi,953,6,97,6,61,197
2020/4/20,Jiangsu,2255,32,164,33,199,653
2020/4/21,Inner Mongolia,62,6,13,0,1,194
2020/4/21,Hainan,487,5,43,7,17,168
2020/4/21,Guangxi,1805,22,70,19,44,254
2020/4/21,Shaanxi,2366,22,337,15,46,277
2020/4/21,Fujian,910,3,53,7,34,355
2020/4/21,Beijing,699,9,104,9,40,593
2020/4/21,Sichuan,1902,10,91,17,65,561
2020/4/21,Tianjin,403,2,24,2,29,189
2020/4/21,Hunan,3571,39,326,29,69,1019
2020/4/21,Henan,1647,18,185,24,81,1276
2020/4/21,Jilin,463,6,33,1,17,106
2020/4/21,Jiangxi,916,9,31,6,83,937
2020/4/21,Shandong,1895,29,175,20,132,787
2020/4/21,Zhejiang,4013,18,698,179,120,1268
2020/4/21,Liaoning,645,1,53,1,8,146
2020/4/21,Xinjiang,59,2,11,0,4,76
2020/4/21,Tibet,7,0,0,0,0,1
2020/4/21,Guangdong,12753,171,1448,69,310,1582
2020/4/21,Anhui,2421,28,353,25,79,991
2020/4/21,Shanghai,1026,15,161,14,43,638
2020/4/21,Guizhou,241,5,51,4,9,147
2020/4/21,Qinghai,20,1,6,0,4,18
2020/4/21,Hebei,1206,21,74,10,43,328
2020/4/21,Gansu,213,2,23,9,5,139
2020/4/21,Yunnan,545,9,25,8,9,184
2020/4/21,Ningxia,24,0,1,0,2,75
2020/4/21,Heilongjiang,680,2,55,1,25,913
2020/4/21,Shanxi,934,5,44,5,25,197
2020/4/21,Jiangsu,2176,20,137,30,96,653
2020/4/22,Inner Mongolia,181,0,4,1,0,194
2020/4/22,Hainan,420,5,27,4,15,168
2020/4/22,Guangxi,2133,17,139,23,58,254
2020/4/22,Shaanxi,2514,37,267,11,67,279
2020/4/22,Fujian,813,4,49,6,58,355
2020/4/22,Beijing,655,11,24,3,35,593
2020/4/22,Sichuan,1640,9,139,23,53,561
2020/4/22,Tianjin,216,6,33,3,20,189
2020/4/22,Hunan,3342,13,212,21,99,1019
2020/4/22,Henan,1370,18,173,8,82,1276
2020/4/22,Jilin,621,2,29,5,21,106
2020/4/22,Jiangxi,1065,3,46,3,42,937
2020/4/22,Shandong,2119,33,175,21,126,787
2020/4/22,Zhejiang,3327,27,548,108,138,1268
2020/4/22,Liaoning,506,2,19,1,31,146
2020/4/22,Xinjiang,47,0,0,1,9,76
2020/4/22,Tibet,11,0,0,0,0,1
2020/4/22,Guangdong,12705,187,1301,108,287,1582
2020/4/22,Anhui,2511,10,466,30,114,991
2020/4/22,Shanghai,939,17,128,19,42,639
2020/4/22,Guizhou,292,2,27,1,35,147
2020/4/22,Qinghai,9,0,5,0,0,18
2020/4/22,Hebei,1172,8,65,28,42,328
2020/4/22,Gansu,215,0,31,2,6,139
2020/4/22,Yunnan,528,6,29,4,16,184
2020/4/22,Ningxia,44,0,3,2,3,75
2020/4/22,Heilongjiang,548,19,86,17,24,921
2020/4/22,Shanxi,587,10,67,5,37,197
2020/4/22,Jiangsu,2147,33,167,18,119,653
2020/4/23,Inner Mongolia,172,0,17,3,0,194
2020/4/23,Hainan,468,3,70,3,16,168
2020/4/23,Guangxi,1847,15,182,23,47,254
2020/4/23,Shaanxi,2119,23,376,16,49,279
2020/4/23,Fujian,706,12,176,6,42,355
2020/4/23,Beijing,692,11,90,1,40,593
2020/4/23,Sichuan,1876,14,199,8,61,561
2020/4/23,Tianjin,389,4,36,0,16,189
2020/4/23,Hunan,3318,26,314,25,71,1019
2020/4/23,Henan,1674,10,395,24,76,1276
2020/4/23,Jilin,520,9,30,0,31,108
2020/4/23,Jiangxi,963,23,117,12,38,937
2020/4/23,Shandong,2215,33,233,5,146,787
2020/4/23,Zhejiang,3168,31,702,113,115,1268
2020/4/23,Liaoning,483,4,51,2,33,146
2020/4/23,Xinjiang,61,0,2,1,0,76
2020/4/23,Tibet,1,0,0,0,1,1
2020/4/23,Guangdong,11428,134,2086,115,303,1585
2020/4/23,Anhui,2129,23,373,46,117,991
2020/4/23,Shanghai,937,22,172,5,30,641
2020/4/23,Guizhou,409,1,29,5,22,147
2020/4/23,Qinghai,18,0,5,0,0,18
2020/4/23,Hebei,971,13,128,11,30,328
2020/4/23,Gansu,197,1,14,10,17,139
2020/4/23,Yunnan,615,2,80,3,13,184
2020/4/23,Ningxia,32,1,4,0,0,75
2020/4/23,Heilongjiang,486,10,65,9,29,928
2020/4/23,Shanxi,780,4,112,5,23,197
2020/4/23,Jiangsu,2046,27,270,23,143,653
2020/4/24,Inner Mongolia,127,3,3,2,4,197
2020/4/24,Hainan,404,4,27,1,15,168
2020/4/24,Guangxi,1777,6,83,32,70,254
2020/4/24,Shaanxi,1682,27,253,42,60,286
2020/4/24,Fujian,892,29,100,7,46,355
2020/4/24,Beijing,650,14,97,5,34,593
2020/4/24,Sichuan,1914,6,141,26,87,561
2020/4/24,Tianjin,368,4,27,0,49,190
2020/4/24,Hunan,2431,21,205,16,69,1019
2020/4/24,Henan,1726,22,247,42,86,1276
2020/4/24,Jilin,393,0,48,3,35,109
2020/4/24,Jiangxi,1179,5,48,6,24,937
2020/4/24,Shandong,2100,18,144,17,154,787
2020/4/24,Zhejiang,2616,49,412,96,135,1268
2020/4/24,Liaoning,585,18,89,4,40,146
2020/4/24,Xinjiang,62,0,8,0,2,76
2020/4/24,Tibet,10,0,0,0,0,1
2020/4/24,Guangdong,12226,137,1757,82,286,1585
2020/4/24,Anhui,2242,16,340,47,139,991
2020/4/24,Shanghai,743,21,161,8,31,641
2020/4/24,Guizhou,349,2,28,6,15,147
2020/4/24,Qinghai,11,0,2,0,0,18
2020/4/24,Hebei,1039,7,82,19,47,328
